   BENCHMARK INFORMATION
benchmark:          draft
date:               Wed, 2016-04-27 12:17:28 ART
tool:               CPAchecker 1.5-svn 1106192+
CPU cores used:     1
------------------------------------------------------------

   SYSTEM INFORMATION
host:               circulito
os:                 Linux 3.13.0-85-generic x86_64
cpu:                Intel Core i7-3770 CPU @ 3.40GHz
- cores:            8
- max frequency:    3901.0 MHz
ram:                16714.051584 MB
------------------------------------------------------------



generate-explicit.original
Run set 1 of 6: skipped 


generate-predicate.original
Run set 2 of 6: skipped 


produce-witnesses-unexplored-predicate-from-explicit.original
Run set 3 of 6 with options '-heap 12000M -config test-configs/components/predicateAnalysis-generate-and-use-cmc-condition-print-specified-calls.properties -setprop limits.time.cpu=900s -setprop specification=${sourcefile_path}/${sourcefile_name}.explicit.assumption_automaton,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-unexplored-calls.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
systemc/pipeline.c                false(reach)                 26.40       26.42        None   23.970s    0.087s      None
systemc/pipeline_BUG.c            unknown                      62.04       62.09        None   60.388s    0.161s      None
systemc/token_ring.01.BUG.c       false(reach)                  6.60        6.61        None    5.148s    0.019s      None
systemc/token_ring.01.c           ERROR                         2.44        2.46        None    1.413s      None      None
systemc/token_ring.02.BUG.c       false(reach)                  8.37        8.40        None    6.761s    0.006s      None
systemc/token_ring.02.c           ERROR                         2.53        2.55        None    1.509s      None      None
systemc/token_ring.03.BUG.c       false(reach)                 10.31       10.32        None    8.665s    0.042s      None
systemc/token_ring.03.c           ERROR                         2.70        2.71        None    1.577s      None      None
systemc/token_ring.04.BUG.c       false(reach)                 11.74       11.77        None    9.928s    0.031s      None
systemc/token_ring.04.c           ERROR                         2.67        2.68        None    1.558s      None      None
systemc/token_ring.05.BUG.c       false(reach)                 13.00       13.02        None   10.994s    0.021s      None
systemc/token_ring.05.c           ERROR                         2.71        2.72        None    1.550s      None      None
systemc/token_ring.06.BUG.c       false(reach)                 15.95       15.97        None   13.916s    0.028s      None
systemc/token_ring.06.c           false(reach)                 16.32       16.34        None   14.271s    0.040s      None
systemc/token_ring.07.BUG.c       false(reach)                 15.16       15.17        None   13.171s    0.048s      None
systemc/token_ring.07.c           false(reach)                 17.07       17.09        None   15.046s    0.126s      None
systemc/token_ring.08.BUG.c       false(reach)                 28.82       28.83        None   26.872s    0.065s      None
systemc/token_ring.08.c           false(reach)                 27.82       27.84        None   25.426s    0.060s      None
systemc/token_ring.09.BUG.c       false(reach)                 46.53       46.54        None   44.316s    0.086s      None
systemc/token_ring.14.BUG.c       unknown                      61.87       61.88        None   60.421s    0.066s      None
systemc/toy.c                     ERROR                         2.56        2.58        None    1.556s      None      None
systemc/toy1_BUG.c                false(reach)                 21.97       21.98        None   19.806s    0.114s      None
systemc/toy2_BUG.c                false(reach)                 23.99       24.00        None   21.831s    0.176s      None
systemc/transmitter.01.BUG.c      false(reach)                  5.92        5.95        None    4.466s    0.010s      None
systemc/transmitter.02.BUG.c      false(reach)                  7.34        7.35        None    5.800s    0.018s      None
systemc/transmitter.03.BUG.c      false(reach)                  9.36        9.37        None    7.699s    0.009s      None
systemc/transmitter.04.BUG.c      false(reach)                 10.90       10.91        None    9.163s    0.010s      None
systemc/transmitter.05.BUG.c      false(reach)                 12.47       12.48        None   10.533s    0.016s      None
systemc/transmitter.06.BUG.c      false(reach)                 16.11       16.12        None   14.236s    0.035s      None
systemc/transmitter.07.BUG.c      false(reach)                 16.46       16.48        None   14.399s    0.064s      None
systemc/transmitter.08.BUG.c      false(reach)                 17.03       17.05        None   14.777s    0.072s      None
systemc/transmitter.09.BUG.c      false(reach)                 33.53       33.55        None   31.520s    0.076s      None
systemc/transmitter.10.BUG.c      unknown                      68.48       68.50        None   60.415s    0.075s      None
systemc/transmitter.11.BUG.c      unknown                      61.59       61.60        None   60.397s    0.088s      None
systemc/transmitter.12.BUG.c      unknown                      61.74       61.75        None   60.399s    0.059s      None
systemc/transmitter.15.BUG.c      false(reach)                 13.29       13.31        None   11.157s    0.044s      None
systemc/transmitter.16.BUG.c      false(reach)                 15.28       15.29        None   12.319s    0.047s      None
drivers64/drbd.BUG.c              false(reach)                 25.51       25.53        None   22.269s    0.012s      None
drivers64/farsync.BUG.c           false(reach)                 37.49       37.51        None   35.088s    0.152s      None
drivers64/gigaset.BUG.c           false(reach)                 22.36       22.38        None   19.979s    0.001s      None
drivers64/i915.c                  ERROR                        24.65       24.67        None   20.045s      None      None
drivers64/iowarrior.BUG.c         false(reach)                  8.16        8.18        None    6.619s    0.000s      None
drivers64/kbtab.c                 ERROR                         3.84        3.85        None    2.626s      None      None
drivers64/keyspan_remote.BUG.c    false(reach)                 19.16       19.18        None   16.247s    0.026s      None
drivers64/lirc_imon.BUG.c         false(reach)                  9.41        9.43        None    7.610s    0.000s      None
drivers64/loop.BUG.c              false(reach)                 20.20       20.22        None   17.500s    0.041s      None
drivers64/mISDN_core.BUG.c        false(reach)                 20.06       20.07        None   17.562s    0.000s      None
drivers64/pktcdvd.BUG.c           false(reach)                 13.13       13.15        None   11.048s    0.004s      None
drivers64/ppp_generic.BUG.c       false(reach)                 12.77       12.80        None   10.779s    0.005s      None
drivers64/pppox.c                 ERROR                         3.63        3.64        None    2.623s      None      None
drivers64/synclink_gt.BUG.c       false(reach)                 13.39       13.41        None   11.598s    0.001s      None
drivers64/ttusb_dec.BUG.c         false(reach)                 10.69       10.71        None    8.837s    0.000s      None
drivers64/usbcore.BUG.c           ERROR                        15.71       15.73        None   11.656s      None      None
drivers64/usbmouse.BUG.c          false(reach)                 14.59       14.64        None   11.957s    0.035s      None
--------------------------------------------------------------------------------------------------------------------------
Run set 10                        done                       1196.09     1204.75           -


produce-witnesses-emptiness-explicit-from-explicit.original
Run set 11 of 12 with options '-heap 12000M -config test-configs/extend/explicitAnalysis.emptiness.properties -setprop limits.time.cpu=60s -setprop specification=${sourcefile_path}/${sourcefile_name}.explicit.assumption_automaton,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-emptiness.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
--------------------------------------------------------------------------------------------------------------------------
systemc/bist_cell.c               ERROR                         2.41        2.42        None    1.371s      None      None
systemc/kundu.c                   ERROR                         2.68        2.70        None    1.552s      None      None
systemc/kundu1_BUG.c              false(reach)                  5.00        5.02        None    3.605s    0.002s      None
systemc/kundu2_BUG.c              false(reach)                  5.40        5.41        None    3.871s    0.002s      None
systemc/mem_slave_tlm.1.c         ERROR                         3.35        3.37        None    1.962s      None      None
systemc/mem_slave_tlm.2.c         ERROR                         3.26        3.28        None    1.873s      None      None
systemc/mem_slave_tlm.3.c         ERROR                         3.42        3.44        None    1.996s      None      None
systemc/mem_slave_tlm.4.c         ERROR                         3.38        3.40        None    1.952s      None      None
systemc/mem_slave_tlm.5.c         ERROR                         3.21        3.21        None    1.857s      None      None
systemc/pc_sfifo_1.c              false(reach)                  9.45        9.46        None    8.185s    0.003s      None
systemc/pc_sfifo_1_BUG.c          false(reach)                  9.64        9.65        None    8.334s    0.000s      None
systemc/pc_sfifo_2.c              false(reach)                 10.80       10.81        None    9.430s    0.000s      None
systemc/pc_sfifo_2_BUG.c          false(reach)                 11.15       11.18        None    9.745s    0.002s      None
systemc/pc_sfifo_3.c              ERROR                         2.53        2.54        None    1.447s      None      None
systemc/pipeline.c                unknown                      88.86       88.90        None   62.493s    0.122s      None
systemc/pipeline_BUG.c            false(reach)                  8.54        8.56        None    6.457s    0.002s      None
systemc/token_ring.01.BUG.c       false(reach)                  4.82        4.84        None    3.439s    0.000s      None
systemc/token_ring.01.c           unknown                      66.89       66.92        None   60.379s    0.041s      None
systemc/token_ring.02.BUG.c       false(reach)                  5.20        5.21        None    3.683s    0.001s      None
systemc/token_ring.02.c           unknown                      70.79       70.82        None   60.385s    0.025s      None
systemc/token_ring.03.BUG.c       false(reach)                  6.00        6.02        None    4.439s    0.002s      None
systemc/token_ring.03.c           unknown                      74.59       74.62        None   60.373s    0.041s      None
systemc/token_ring.04.BUG.c       false(reach)                  6.39        6.40        None    4.801s    0.001s      None
systemc/token_ring.04.c           unknown                      79.47       79.50        None   60.385s    0.040s      None
systemc/token_ring.05.BUG.c       false(reach)                  6.69        6.70        None    5.105s    0.010s      None
systemc/token_ring.05.c           unknown                      87.25       87.28        None   60.385s    0.071s      None
systemc/token_ring.06.BUG.c       false(reach)                  7.43        7.44        None    5.454s    0.010s      None
systemc/token_ring.06.c           unknown                      94.94       94.98        None   60.377s    0.056s      None
systemc/token_ring.07.BUG.c       false(reach)                  8.05        8.07        None    5.860s    0.002s      None
systemc/token_ring.07.c           unknown                     104.63      104.65        None   60.383s    0.067s      None
systemc/token_ring.08.BUG.c       false(reach)                  8.11        8.12        None    6.134s    0.002s      None
systemc/token_ring.08.c           unknown                     110.27      110.30        None   60.381s    0.040s      None
systemc/token_ring.09.BUG.c       false(reach)                  8.93        8.94        None    6.668s    0.011s      None
systemc/token_ring.14.BUG.c       false(reach)                  8.19        8.20        None    6.070s    0.001s      None
systemc/toy.c                     ERROR (1)                    70.75       70.79        None      None      None      None
systemc/toy1_BUG.c                false(reach)                  5.40        5.44        None    3.842s    0.001s      None
systemc/toy2_BUG.c                false(reach)                  5.39        5.40        None    3.924s    0.008s      None
systemc/transmitter.01.BUG.c      false(reach)                  4.68        4.69        None    3.323s    0.000s      None
systemc/transmitter.02.BUG.c      false(reach)                  5.01        5.02        None    3.509s    0.015s      None
systemc/transmitter.03.BUG.c      false(reach)                  5.70        5.72        None    3.960s    0.014s      None
systemc/transmitter.04.BUG.c      false(reach)                  5.95        5.96        None    4.376s    0.002s      None
systemc/transmitter.05.BUG.c      false(reach)                  6.44        6.46        None    4.806s    0.005s      None
systemc/transmitter.06.BUG.c      false(reach)                  6.84        6.85        None    5.101s    0.000s      None
systemc/transmitter.07.BUG.c      false(reach)                  7.55        7.57        None    5.586s    0.009s      None
systemc/transmitter.08.BUG.c      false(reach)                  8.03        8.05        None    5.870s    0.025s      None
systemc/transmitter.09.BUG.c      false(reach)                  8.45        8.47        None    6.148s    0.010s      None
systemc/transmitter.10.BUG.c      false(reach)                  8.69        8.71        None    6.590s    0.003s      None
systemc/transmitter.11.BUG.c      false(reach)                  9.25        9.26        None    6.896s    0.044s      None
systemc/transmitter.12.BUG.c      false(reach)                  7.89        7.90        None    5.669s    0.011s      None
systemc/transmitter.15.BUG.c      false(reach)                  8.28        8.31        None    6.180s    0.003s      None
systemc/transmitter.16.BUG.c      false(reach)                  8.56        8.58        None    6.266s    0.015s      None
drivers64/drbd.BUG.c              false(reach)                 28.80       28.82        None   26.184s    0.019s      None
drivers64/farsync.BUG.c           false(reach)                 49.98       50.02        None   47.588s    0.018s      None
drivers64/gigaset.BUG.c           ERROR (1)                    70.49       70.52        None      None      None      None
drivers64/i915.c                  ERROR                        25.01       25.02        None   19.626s      None      None
drivers64/iowarrior.BUG.c         false(reach)                 10.61       10.66        None    8.637s    0.014s      None
drivers64/kbtab.c                 false(reach)                 12.28       12.29        None   10.591s    0.003s      None
drivers64/keyspan_remote.BUG.c    false(reach)                 15.29       15.30        None   13.318s    0.006s      None
drivers64/lirc_imon.BUG.c         false(reach)                 31.11       31.14        None   29.097s    0.014s      None
drivers64/loop.BUG.c              ERROR (1)                    70.49       70.53        None      None      None      None
drivers64/mISDN_core.BUG.c        false(reach)                 26.55       26.58        None   24.367s    0.007s      None
drivers64/pktcdvd.BUG.c           false(reach)                 28.32       28.35        None   26.447s    0.003s      None
drivers64/ppp_generic.BUG.c       false(reach)                 50.88       50.91        None   49.078s    0.011s      None
drivers64/pppox.c                 false(reach)                 12.47       12.48        None   10.905s    0.007s      None
drivers64/synclink_gt.BUG.c       ERROR                        66.54       66.57        None   65.665s      None      None
drivers64/ttusb_dec.BUG.c         ERROR (1)                    70.44       70.49        None      None      None      None
drivers64/usbcore.BUG.c           unknown                      64.47       64.48        None   61.488s    0.025s      None
drivers64/usbmouse.BUG.c          false(reach)                 13.78       13.80        None   12.093s    0.003s      None
--------------------------------------------------------------------------------------------------------------------------
Run set 11                        done                       1762.45     1771.41           -


produce-witnesses-emptiness-explicit-from-predicate.original
Run set 12 of 12 with options '-heap 12000M -config test-configs/extend/explicitAnalysis.emptiness.properties -setprop limits.time.cpu=60s -setprop specification=${sourcefile_path}/${sourcefile_name}.predicate.assumption_automaton,test-configs/specification/AssumptionGuidingAutomaton.spc,test-configs/my-specification/detect-emptiness.spc -outputpath benchexec-outputs/${inputfile_name}/${rundefinition_name}/${benchmark_date}/ -skipRecursion' and propertyfile 'None'

inputfile                         status                    cpu time   wall time        host     total   reached    memory
--------------------------------------------------------------------------------------------------------------------------
systemc/bist_cell.c               ERROR                         2.50        2.51        None    1.403s      None      None
systemc/kundu.c                   ERROR                         2.62        2.64        None    1.514s      None      None
systemc/kundu1_BUG.c              false(reach)                  9.43        9.45        None    7.071s    0.011s      None
systemc/kundu2_BUG.c              false(reach)                  7.70        7.72        None    5.540s    0.010s      None
systemc/mem_slave_tlm.1.c         ERROR                         3.36        3.38        None    1.966s      None      None
systemc/mem_slave_tlm.2.c         false(reach)                 12.68       12.71        None   10.025s    0.012s      None
systemc/mem_slave_tlm.3.c         false(reach)                 13.63       13.65        None   10.485s    0.021s      None
systemc/mem_slave_tlm.4.c         false(reach)                 15.05       15.08        None   11.817s    0.050s      None
systemc/mem_slave_tlm.5.c         false(reach)                 10.12       10.14        None    7.747s    0.033s      None
systemc/pc_sfifo_1.c              ERROR                         2.54        2.55        None    1.454s      None      None
systemc/pc_sfifo_1_BUG.c          false(reach)                  4.31        4.32        None    2.996s    0.000s      None
systemc/pc_sfifo_2.c              ERROR                         2.57        2.58        None    1.483s      None      None
systemc/pc_sfifo_2_BUG.c          false(reach)                  4.48        4.49        None    3.093s    0.003s      None
systemc/pc_sfifo_3.c              ERROR                         2.54        2.55        None    1.465s      None      None
systemc/pipeline.c                false(reach)                 11.54       11.56        None    8.942s    0.029s      None
systemc/pipeline_BUG.c            false(reach)                 16.97       16.99        None   12.796s    0.022s      None
systemc/token_ring.01.BUG.c       false(reach)                  5.31        5.34        None    3.875s    0.004s      None
systemc/token_ring.01.c           ERROR                         2.57        2.59        None    1.481s      None      None
systemc/token_ring.02.BUG.c       false(reach)                  6.29        6.30        None    4.481s    0.014s      None
systemc/token_ring.02.c           ERROR                         2.74        2.75        None    1.611s      None      None
systemc/token_ring.03.BUG.c       false(reach)                  6.80        6.83        None    5.031s    0.004s      None
systemc/token_ring.03.c           ERROR                         2.64        2.66        None    1.512s      None      None
systemc/token_ring.04.BUG.c       false(reach)                  7.57        7.58        None    5.608s    0.014s      None
systemc/token_ring.04.c           ERROR                         2.83        2.84        None    1.609s      None      None
systemc/token_ring.05.BUG.c       false(reach)                  8.17        8.18        None    6.029s    0.004s      None
systemc/token_ring.05.c           ERROR                         2.90        2.91        None    1.640s      None      None
systemc/token_ring.06.BUG.c       false(reach)                  8.74        8.76        None    6.589s    0.031s      None
systemc/token_ring.06.c           false(reach)                  9.18        9.19        None    7.022s    0.023s      None
systemc/token_ring.07.BUG.c       false(reach)                  9.63        9.65        None    7.306s    0.047s      None
systemc/token_ring.07.c           false(reach)                  8.80        8.82        None    6.275s    0.008s      None
systemc/token_ring.08.BUG.c       false(reach)                  9.79        9.80        None    7.550s    0.021s      None
systemc/token_ring.08.c           false(reach)                 10.29       10.31        None    7.942s    0.033s      None
systemc/token_ring.09.BUG.c       false(reach)                 11.38       11.39        None    8.519s    0.051s      None
systemc/token_ring.14.BUG.c       false(reach)                 12.45       12.47        None    9.628s    0.020s      None
systemc/toy.c                     ERROR                         2.78        2.79        None    1.534s      None      None
systemc/toy1_BUG.c                false(reach)                  8.18        8.20        None    6.037s    0.008s      None
systemc/toy2_BUG.c                false(reach)                  8.72        8.75        None    6.493s    0.026s      None
systemc/transmitter.01.BUG.c      false(reach)                  5.10        5.12        None    3.600s    0.003s      None
systemc/transmitter.02.BUG.c      false(reach)                  5.96        5.97        None    4.045s    0.005s      None
systemc/transmitter.03.BUG.c      false(reach)                  6.82        6.84        None    5.071s    0.009s      None
systemc/transmitter.04.BUG.c      false(reach)                  7.31        7.33        None    5.432s    0.028s      None
systemc/transmitter.05.BUG.c      false(reach)                  7.93        7.95        None    5.826s    0.022s      None
systemc/transmitter.06.BUG.c      false(reach)                  8.49        8.51        None    6.288s    0.020s      None
systemc/transmitter.07.BUG.c      false(reach)                  9.24        9.25        None    6.987s    0.019s      None
systemc/transmitter.08.BUG.c      false(reach)                  9.89        9.92        None    7.590s    0.006s      None
systemc/transmitter.09.BUG.c      false(reach)                 10.17       10.19        None    7.885s    0.012s      None
systemc/transmitter.10.BUG.c      false(reach)                 11.08       11.10        None    8.719s    0.015s      None
systemc/transmitter.11.BUG.c      false(reach)                 11.74       11.76        None    9.316s    0.017s      None
systemc/transmitter.12.BUG.c      false(reach)                 11.75       11.77        None    9.340s    0.021s      None
systemc/transmitter.15.BUG.c      false(reach)                  9.29        9.30        None    6.698s    0.020s      None
systemc/transmitter.16.BUG.c      false(reach)                  9.58        9.60        None    6.932s    0.005s      None
drivers64/drbd.BUG.c              false(reach)                 25.86       25.88        None   22.877s    0.036s      None
drivers64/farsync.BUG.c           false(reach)                 22.71       22.72        None   20.446s    0.008s      None
drivers64/gigaset.BUG.c           false(reach)                 29.36       29.40        None   27.478s    0.008s      None
drivers64/i915.c                  ERROR                        24.72       24.74        None   19.351s      None      None
drivers64/iowarrior.BUG.c         false(reach)                  9.88        9.90        None    7.916s    0.019s      None
drivers64/kbtab.c                 ERROR                         3.96        3.97        None    2.684s      None      None
drivers64/keyspan_remote.BUG.c    unknown                      63.43       63.45        None   60.386s    0.033s      None
drivers64/lirc_imon.BUG.c         false(reach)                 10.85       10.87        None    8.839s    0.010s      None
drivers64/loop.BUG.c              false(reach)                 22.61       22.65        None   19.221s    0.032s      None
drivers64/mISDN_core.BUG.c        false(reach)                 23.94       23.97        None   21.993s    0.069s      None
drivers64/pktcdvd.BUG.c           false(reach)                 13.07       13.09        None   10.878s    0.007s      None
drivers64/ppp_generic.BUG.c       false(reach)                 13.48       13.51        None   11.399s    0.040s      None
drivers64/pppox.c                 ERROR                         3.86        3.88        None    2.685s      None      None
drivers64/synclink_gt.BUG.c       false(reach)                 16.71       16.73        None   14.941s    0.013s      None
drivers64/ttusb_dec.BUG.c         false(reach)                 12.79       12.81        None   10.705s    0.010s      None
drivers64/usbcore.BUG.c           ERROR                        15.25       15.28        None   11.211s      None      None
drivers64/usbmouse.BUG.c          false(reach)                  9.14        9.15        None    7.330s    0.010s      None
--------------------------------------------------------------------------------------------------------------------------
Run set 12                        done                        716.13      724.75           -
